year	age_group	year_of_production	rank	make_model	faults_pct	odometer_thousand_km	faults_per_thousand_km
2024	6-7	2016–2017	86	Ford Fiesta	17.0	73	0.2328767123287671
2024	6-7	2016–2017	86	Hyundai i30	17.0	93	0.1827956989247312
2024	6-7	2016–2017	88	Renault Twingo	17.4	56	0.31071428571428567
2024	6-7	2016–2017	89	Citroën C3	17.5	68	0.25735294117647056
2024	6-7	2016–2017	89	Smart ForFour	17.5	56	0.3125
2024	6-7	2016–2017	91	Peugeot 2008	17.6	72	0.24444444444444446
2024	6-7	2016–2017	92	Fiat 500	18.0	56	0.32142857142857145
2024	6-7	2016–2017	92	Fiat Panda	18.0	64	0.28125
2024	6-7	2016–2017	94	Nissan Micra	18.2	59	0.3084745762711864
2024	6-7	2016–2017	95	Hyundai i10	18.3	60	0.305
2024	6-7	2016–2017	96	Citroën Berlingo	18.4	95	0.19368421052631576
2024	6-7	2016–2017	97	BMW X1	18.9	83	0.22771084337349395
2024	6-7	2016–2017	97	Mini	18.9	71	0.2661971830985915
2024	6-7	2016–2017	99	Fiat Punto	19.1	65	0.29384615384615387
2024	6-7	2016–2017	100	Renault Clio	19.2	72	0.26666666666666666
2024	6-7	2016–2017	101	Seat Alhambra	19.4	111	0.17477477477477477
2024	6-7	2016–2017	102	BMW 2 Active Tourer	19.6	88	0.22272727272727275
2024	6-7	2016–2017	103	VW Sharan	19.8	118	0.16779661016949154
2024	6-7	2016–2017	104	BMW X5/X6	20.8	122	0.17049180327868854
2024	6-7	2016–2017	105	Dacia Sandero	21.0	70	0.3
2024	6-7	2016–2017	106	Ford Ka	21.8	66	0.3303030303030303
2024	6-7	2016–2017	107	Dacia Logan	22.4	89	0.2516853932584269
2024	6-7	2016–2017	108	Dacia Duster	24.6	81	0.3037037037037037
2024	6-7	2016–2017	109	BMW 5/6	24.8	134	0.18507462686567164
2024	6-7	2016–2017	110	Dacia Dokker	25.9	91	0.2846153846153846
2024	8-9	2014–2015	1	Mercedes-Benz B-Class	10.5	90	0.11666666666666667
2024	8-9	2014–2015	2	Suzuki SX4	10.8	96	0.1125
2024	8-9	2014–2015	3	VW Golf Sportsvan	10.9	90	0.12111111111111111
2024	8-9	2014–2015	4	Mercedes-Benz A-Class	11.4	103	0.11067961165048544
2024	8-9	2014–2015	5	Audi Q5	12.0	137	0.08759124087591241
2024	8-9	2014–2015	6	VW Touareg	12.4	147	0.08435374149659865
2024	8-9	2014–2015	7	Honda Jazz	12.7	81	0.1567901234567901
2024	8-9	2014–2015	7	Volvo XC60	12.7	141	0.0900709219858156
2024	8-9	2014–2015	9	Toyota RAV4	12.8	111	0.11531531531531532
2024	8-9	2014–2015	10	Audi A3	13.1	114	0.11491228070175438
2024	8-9	2014–2015	11	Mercedes-Benz E-Class Coupe	13.3	97	0.13711340206185568
2024	8-9	2014–2015	12	Mercedes-Benz GLE/ML	13.4	144	0.09305555555555556
2024	8-9	2014–2015	13	Mercedes-Benz GLC	13.6	124	0.10967741935483871
2024	8-9	2014–2015	14	Toyota Auris	13.8	105	0.13142857142857142
2024	8-9	2014–2015	15	BMW X1	13.9	111	0.12522522522522522
2024	8-9	2014–2015	16	VW Golf	14.0	117	0.11965811965811966
2024	8-9	2014–2015	17	Mitsubishi ASX	14.2	111	0.12792792792792793
2024	8-9	2014–2015	18	Mazda 2	14.4	82	0.175609756097561
2024	8-9	2014–2015	19	Suzuki Swift	14.5	91	0.15934065934065933
2024	8-9	2014–2015	20	Audi A4/A5	14.6	146	0.09999999999999999
2024	8-9	2014–2015	20	Audi Q3	14.6	109	0.13394495412844037
2024	8-9	2014–2015	22	Audi A1	14.9	95	0.1568421052631579
2024	8-9	2014–2015	23	Audi A6/A7	15.0	162	0.09259259259259259
2024	8-9	2014–2015	24	Opel Mokka	15.1	94	0.16063829787234044
2024	8-9	2014–2015	25	Opel Meriva	15.4	81	0.19012345679012346
2024	8-9	2014–2015	26	Mercedes-Benz C-Class	15.5	124	0.125
2024	8-9	2014–2015	27	Ford B-Max	15.6	81	0.1925925925925926
2024	8-9	2014–2015	28	Seat Leon	16.1	121	0.13305785123966943
2024	8-9	2014–2015	28	VW Passat	16.1	152	0.10592105263157896
2024	8-9	2014–2015	30	Škoda Octavia	16.3	141	0.11560283687943262
2024	8-9	2014–2015	31	Mazda 6	16.4	129	0.12713178294573643
2024	8-9	2014–2015	32	Ford C-Max	16.5	118	0.13983050847457626
2024	8-9	2014–2015	32	Seat Mii	16.5	82	0.20121951219512196
2024	8-9	2014–2015	32	Škoda Citigo	16.5	82	0.20121951219512196
2024	8-9	2014–2015	32	Škoda Yeti	16.5	107	0.1542056074766355
2024	8-9	2014–2015	36	Ford Kuga	16.6	114	0.1456140350877193
2024	8-9	2014–2015	36	Smart ForTwo	16.6	67	0.24776119402985078
2024	8-9	2014–2015	36	Toyota Yaris	16.6	82	0.20243902439024392
2024	8-9	2014–2015	39	Renault Captur	16.7	84	0.1988095238095238
2024	8-9	2014–2015	40	VW Up!	16.8	82	0.20487804878048782
2024	8-9	2014–2015	41	BMW 1/2	17.4	112	0.15535714285714283
2024	8-9	2014–2015	41	Škoda Superb	17.4	163	0.1067484662576687
2024	8-9	2014–2015	43	Opel Adam	17.5	80	0.21875
2024	8-9	2014–2015	44	Škoda Roomster	17.6	102	0.17254901960784316
2024	8-9	2014–2015	45	Škoda Rapid	17.7	106	0.1669811320754717
2024	8-9	2014–2015	46	Mazda 3	17.8	100	0.17800000000000002
2024	8-9	2014–2015	47	VW Polo	17.9	90	0.19888888888888887
2024	8-9	2014–2015	48	BMW X3/X4	18.0	132	0.13636363636363635
2024	8-9	2014–2015	48	Mercedes-Benz E-Class	18.0	164	0.10975609756097561
2024	8-9	2014–2015	48	Opel Zafira	18.0	130	0.13846153846153847
2024	8-9	2014–2015	48	VW Touran	18.0	137	0.13138686131386862
2024	8-9	2014–2015	52	BMW 3/4	18.3	143	0.12797202797202797
2024	8-9	2014–2015	52	Mazda CX-5	18.3	119	0.15378151260504203
2024	8-9	2014–2015	54	Opel Astra	18.4	120	0.15333333333333332
2024	8-9	2014–2015	55	Škoda Fabia	18.5	97	0.19072164948453607
2024	8-9	2014–2015	56	Opel Insignia	19.1	148	0.12905405405405407
2024	8-9	2014–2015	57	VW Beetle	19.2	85	0.22588235294117645
2024	8-9	2014–2015	58	Citroën C1	19.3	80	0.24125000000000002
2024	8-9	2014–2015	58	Peugeot 308	19.3	119	0.16218487394957984
2024	8-9	2014–2015	60	VW Tiguan	19.5	112	0.17410714285714285
2024	8-9	2014–2015	61	Nissan Qashqai	19.8	103	0.19223300970873788
2024	8-9	2014–2015	61	Opel Corsa	19.8	88	0.225
2024	8-9	2014–2015	63	Seat Alhambra	20.1	141	0.1425531914893617
2024	8-9	2014–2015	63	Toyota Aygo	20.1	80	0.25125000000000003
2024	8-9	2014–2015	65	Hyundai ix20	20.2	80	0.2525
2024	8-9	2014–2015	65	VW Caddy	20.2	137	0.14744525547445256
2024	8-9	2014–2015	67	Kia Picanto	20.6	73	0.2821917808219178
2024	8-9	2014–2015	67	Peugeot 208	20.6	73	0.2821917808219178
2024	8-9	2014–2015	69	Ford Fiesta	20.9	91	0.22967032967032966
2024	8-9	2014–2015	70	Renault Scenic	21.1	103	0.20485436893203884
2024	8-9	2014–2015	71	Kia Rio	21.3	90	0.23666666666666666
2024	8-9	2014–2015	72	Nissan Micra	21.5	73	0.2945205479452055
2024	8-9	2014–2015	73	Hyundai ix35	21.7	105	0.20666666666666667
2024	8-9	2014–2015	74	Fiat Panda	21.8	75	0.2906666666666667
2024	8-9	2014–2015	75	Citroën Berlingo	21.9	121	0.18099173553719006
2024	8-9	2014–2015	76	Renault Twingo	22.2	67	0.33134328358208953
2024	8-9	2014–2015	76	VW Sharan	22.2	147	0.1510204081632653
2024	8-9	2014–2015	78	Peugeot 2008	22.3	95	0.23473684210526316
2024	8-9	2014–2015	79	Ford S-Max	22.5	152	0.14802631578947367
2024	8-9	2014–2015	80	Ford Focus	22.6	122	0.18524590163934426
2024	8-9	2014–2015	81	Kia Ceed	22.7	111	0.2045045045045045
2024	8-9	2014–2015	82	Citroën C3	22.8	90	0.25333333333333335
2024	8-9	2014–2015	82	Hyundai i10	22.8	72	0.31666666666666665
2024	8-9	2014–2015	84	BMW 2 Active Tourer	22.9	105	0.2180952380952381
2024	8-9	2014–2015	84	Ford Ka	22.9	74	0.30945945945945946
2024	8-9	2014–2015	84	Renault Clio	22.9	90	0.2544444444444444
2024	8-9	2014–2015	87	Kia Sportage	23.6	111	0.21261261261261263
2024	8-9	2014–2015	87	Seat Ibiza	23.6	101	0.23366336633663368
2024	8-9	2014–2015	89	Fiat 500	23.8	74	0.3216216216216216
2024	8-9	2014–2015	89	Mini	23.8	86	0.27674418604651163
2024	8-9	2014–2015	89	Smart ForFour	23.8	71	0.3352112676056338
2024	8-9	2014–2015	92	BMW X5/X6	23.9	145	0.16482758620689655
2024	8-9	2014–2015	93	Ford Galaxy	24.7	159	0.15534591194968553
2024	8-9	2014–2015	94	Hyundai i30	25.3	108	0.23425925925925928
2024	8-9	2014–2015	95	BMW 5/6	25.4	160	0.15875
2024	8-9	2014–2015	96	Hyundai i20	25.7	85	0.3023529411764706
2024	8-9	2014–2015	97	Ford Mondeo	26.1	156	0.16730769230769232
2024	8-9	2014–2015	98	Dacia Sandero	26.5	91	0.29120879120879123
2024	8-9	2014–2015	99	Renault Megane	27.4	119	0.23025210084033612
2024	8-9	2014–2015	100	Dacia Duster	28.5	106	0.2688679245283019
2024	8-9	2014–2015	101	Dacia Logan	29.1	108	0.26944444444444443
2024	8-9	2014–2015	102	Fiat Punto	29.7	86	0.3453488372093023
2024	8-9	2014–2015	103	Dacia Dokker	32.2	111	0.2900900900900901
2024	10-11	2012–2013	1	Audi TT	12.3	107	0.11495327102803739
2024	10-11	2012–2013	2	Mercedes-Benz B-Class	14.6	107	0.13644859813084112
2024	10-11	2012–2013	3	VW Touareg	15.6	180	0.08666666666666667
2024	10-11	2012–2013	4	Honda Jazz	16.2	100	0.162
2024	10-11	2012–2013	4	Mercedes-Benz GLE/ML	16.2	164	0.09878048780487804
2024	10-11	2012–2013	6	Toyota RAV4	16.6	129	0.12868217054263567
2024	10-11	2012–2013	7	Audi Q5	16.8	158	0.10632911392405063
2024	10-11	2012–2013	7	VW Golf Plus	16.8	101	0.16633663366336635
2024	10-11	2012–2013	9	BMW X1	17.2	133	0.12932330827067667
2024	10-11	2012–2013	10	Mini	17.5	103	0.16990291262135923
2024	10-11	2012–2013	11	Mazda 3	17.8	112	0.15892857142857145
2024	10-11	2012–2013	12	Audi A6/A7	18.2	185	0.09837837837837837
2024	10-11	2012–2013	12	Mercedes-Benz E-Class Coupe	18.2	119	0.15294117647058822
2024	10-11	2012–2013	14	Audi A3	18.5	137	0.13503649635036497
2024	10-11	2012–2013	14	Mitsubishi ASX	18.5	132	0.14015151515151514
2024	10-11	2012–2013	16	Opel Agila B	18.6	74	0.2513513513513514
2024	10-11	2012–2013	16	Volvo XC60	18.6	171	0.10877192982456141
2024	10-11	2012–2013	18	Audi Q3	18.8	128	0.146875
2024	10-11	2012–2013	18	Mercedes-Benz GLK	18.8	146	0.12876712328767123
2024	10-11	2012–2013	20	Audi A1	19.5	114	0.17105263157894737
2024	10-11	2012–2013	21	Audi A4/A5	19.8	168	0.11785714285714285
2024	10-11	2012–2013	21	Škoda Citigo	19.8	96	0.20625000000000002
2024	10-11	2012–2013	23	VW Golf	20.1	137	0.1467153284671533
2024	10-11	2012–2013	24	BMW X5/X6	20.4	178	0.1146067415730337
2024	10-11	2012–2013	25	Škoda Yeti	20.5	127	0.16141732283464566
2024	10-11	2012–2013	26	BMW X3/X4	21.3	152	0.1401315789473684
2024	10-11	2012–2013	26	Opel Meriva	21.3	103	0.20679611650485438
2024	10-11	2012–2013	28	Toyota Yaris	21.4	96	0.22291666666666665
2024	10-11	2012–2013	29	Suzuki Swift	21.6	107	0.20186915887850468
2024	10-11	2012–2013	30	Smart ForTwo	21.7	83	0.2614457831325301
2024	10-11	2012–2013	31	Mercedes-Benz A-Class	21.8	95	0.22947368421052633
2024	10-11	2012–2013	32	Seat Mii	21.9	97	0.22577319587628863
2024	10-11	2012–2013	33	VW Beetle	22.2	102	0.21764705882352942
2024	10-11	2012–2013	34	VW Up!	22.3	98	0.22755102040816327
2024	10-11	2012–2013	35	Ford B-Max	22.6	100	0.226
2024	10-11	2012–2013	36	Mazda 6	23.0	151	0.152317880794702
2024	10-11	2012–2013	37	BMW 1/2	23.1	131	0.17633587786259544
2024	10-11	2012–2013	37	Mazda 2	23.1	97	0.23814432989690723
2024	10-11	2012–2013	37	VW Touran	23.1	160	0.144375
2024	10-11	2012–2013	37	Škoda Roomster	23.1	123	0.1878048780487805
2024	10-11	2012–2013	41	Toyota Auris	23.2	113	0.20530973451327433
2024	10-11	2012–2013	42	Ford C-Max	23.6	181	0.13038674033149172
2024	10-11	2012–2013	42	Škoda Superb	23.6	182	0.12967032967032968
2024	10-11	2012–2013	44	Mazda CX-5	23.9	130	0.18384615384615383
2024	10-11	2012–2013	44	Mercedes-Benz C-Class	23.9	149	0.1604026845637584
2024	10-11	2012–2013	44	VW Polo	23.9	109	0.21926605504587154
2024	10-11	2012–2013	47	VW Caddy	24.0	154	0.15584415584415584
2024	10-11	2012–2013	48	BMW 3/4	24.4	164	0.14878048780487804
2024	10-11	2012–2013	49	VW Tiguan	24.5	134	0.1828358208955224
2024	10-11	2012–2013	49	Škoda Fabia	24.5	114	0.2149122807017544
2024	10-11	2012–2013	51	Opel Astra	24.8	137	0.181021897810219
2024	10-11	2012–2013	52	Toyota Aygo	25.1	93	0.2698924731182796
2024	10-11	2012–2013	53	Opel Adam	25.2	91	0.27692307692307694
2024	10-11	2012–2013	53	Seat Leon	25.2	137	0.18394160583941604
2024	10-11	2012–2013	55	Seat Alhambra	25.3	173	0.146242774566474
2024	10-11	2012–2013	56	Opel Mokka	25.5	110	0.2318181818181818
2024	10-11	2012–2013	57	Suzuki SX4	25.8	106	0.24339622641509434
2024	10-11	2012–2013	58	Opel Corsa	25.9	103	0.25145631067961166
2024	10-11	2012–2013	59	Hyundai ix20	26.0	94	0.2765957446808511
2024	10-11	2012–2013	60	Citroën C1	26.1	94	0.27765957446808515
2024	10-11	2012–2013	60	Ford Kuga	26.1	151	0.17284768211920531
2024	10-11	2012–2013	60	Hyundai i10	26.1	83	0.3144578313253012
2024	10-11	2012–2013	60	Škoda Octavia	26.1	164	0.15914634146341464
2024	10-11	2012–2013	64	Mercedes-Benz E-Class	26.3	179	0.146927374301676
2024	10-11	2012–2013	64	Opel Zafira	26.3	145	0.1813793103448276
2024	10-11	2012–2013	66	Ford Fiesta	26.8	107	0.2504672897196262
2024	10-11	2012–2013	67	Opel Insignia	26.9	170	0.15823529411764706
2024	10-11	2012–2013	68	Peugeot 308	27.2	131	0.20763358778625954
2024	10-11	2012–2013	69	VW Sharan	27.4	181	0.15138121546961325
2024	10-11	2012–2013	70	Seat Ibiza	27.6	121	0.22809917355371903
2024	10-11	2012–2013	71	Hyundai ix35	27.8	126	0.22063492063492063
2024	10-11	2012–2013	71	VW Passat	27.8	190	0.1463157894736842
2024	10-11	2012–2013	73	Kia Rio	28.1	109	0.25779816513761467
2024	10-11	2012–2013	74	Citroën Berlingo	28.2	139	0.2028776978417266
2024	10-11	2012–2013	75	Ford Focus	29.2	190	0.15368421052631578
2024	10-11	2012–2013	75	Ford Ka	29.2	90	0.3244444444444444
2024	10-11	2012–2013	77	Kia Picanto	29.3	88	0.33295454545454545
2024	10-11	2012–2013	78	BMW 5/6	29.4	184	0.15978260869565217
2024	10-11	2012–2013	78	Renault Scenic	29.4	121	0.24297520661157024
2024	10-11	2012–2013	80	Ford S-Max	30.1	175	0.17200000000000001
2024	10-11	2012–2013	81	Hyundai i30	30.2	124	0.24354838709677418
2024	10-11	2012–2013	81	Kia Ceed	30.2	122	0.24754098360655738
2024	10-11	2012–2013	83	Nissan Micra	30.3	90	0.33666666666666667
2024	10-11	2012–2013	84	Fiat 500	30.5	89	0.34269662921348315
2024	10-11	2012–2013	85	Hyundai i20	30.9	104	0.2971153846153846
2024	10-11	2012–2013	86	Kia Sportage	31.2	129	0.24186046511627907
2024	10-11	2012–2013	87	Nissan Qashqai	31.6	132	0.2393939393939394
2024	10-11	2012–2013	88	Ford Galaxy	31.7	181	0.17513812154696132
2024	10-11	2012–2013	89	Ford Mondeo	32.3	176	0.18352272727272725
2024	10-11	2012–2013	90	Peugeot 207	32.7	102	0.3205882352941177
2024	10-11	2012–2013	91	Dacia Duster	33.7	123	0.2739837398373984
2024	10-11	2012–2013	91	Dacia Sandero	33.7	106	0.31792452830188683
2024	10-11	2012–2013	93	Citroën C3	33.9	101	0.3356435643564356
2024	10-11	2012–2013	93	Renault Megane	33.9	137	0.24744525547445254
2024	10-11	2012–2013	95	Fiat Panda	34.2	89	0.38426966292134834
2024	10-11	2012–2013	95	Fiat Punto	34.2	106	0.3226415094339623
2024	10-11	2012–2013	97	Renault Clio	34.6	103	0.3359223300970874
2024	10-11	2012–2013	98	Dacia Logan	35.5	133	0.2669172932330827
2024	10-11	2012–2013	99	Renault Twingo	36.2	95	0.3810526315789474
2024	12-13	2010–2011	1	Audi TT	15.0	130	0.11538461538461539
2024	12-13	2010–2011	2	VW Golf Plus	20.7	116	0.17844827586206896
2024	12-13	2010–2011	3	Toyota RAV4	21.3	142	0.15
2024	12-13	2010–2011	4	BMW X1	21.4	151	0.14172185430463574
2024	12-13	2010–2011	5	Volvo XC60	22.5	199	0.11306532663316583
2024	12-13	2010–2011	6	Audi A3	22.8	148	0.15405405405405406
2024	12-13	2010–2011	7	Honda Jazz	22.9	117	0.19572649572649573
2024	12-13	2010–2011	8	Audi A6/A7	23.0	198	0.11616161616161616
2024	12-13	2010–2011	9	Mercedes-Benz E-Class Coupe	23.2	134	0.17313432835820894
2024	12-13	2010–2011	9	Mini	23.2	117	0.19829059829059828
2024	12-13	2010–2011	11	Mazda 3	23.6	125	0.18880000000000002
2024	12-13	2010–2011	12	VW Golf	23.7	144	0.16458333333333333
2024	12-13	2010–2011	12	Škoda Yeti	23.7	143	0.16573426573426572
2024	12-13	2010–2011	14	Audi Q5	24.1	179	0.13463687150837989
2024	12-13	2010–2011	15	BMW X5/X6	24.5	200	0.1225
2024	12-13	2010–2011	16	Audi A1	25.2	136	0.18529411764705883
2024	12-13	2010–2011	16	Audi A4/A5	25.2	181	0.13922651933701657
2024	12-13	2010–2011	18	Mercedes-Benz GLK	25.5	165	0.15454545454545454
2024	12-13	2010–2011	19	Toyota Auris	25.6	124	0.2064516129032258
2024	12-13	2010–2011	20	BMW X3/X4	25.9	170	0.15235294117647058
2024	12-13	2010–2011	20	Mercedes-Benz A-Class	25.9	110	0.23545454545454544
2024	12-13	2010–2011	22	Opel Meriva	26.6	115	0.23130434782608697
2024	12-13	2010–2011	23	VW Touran	26.8	176	0.15227272727272728
2024	12-13	2010–2011	24	Toyota Yaris	25.6	124	0.2064516129032258
2024	12-13	2010–2011	25	VW Tiguan	27.2	154	0.17662337662337663
2024	12-13	2010–2011	26	Suzuki SX4	27.5	119	0.23109243697478993
2024	12-13	2010–2011	26	VW Caddy	27.5	169	0.16272189349112426
2024	12-13	2010–2011	28	VW Polo	27.7	121	0.22892561983471074
2024	12-13	2010–2011	29	BMW 1/2	28.0	150	0.18666666666666668
2024	12-13	2010–2011	29	Opel Astra	28.0	139	0.2014388489208633
2024	12-13	2010–2011	31	Mercedes-Benz B-Class	28.1	122	0.23032786885245904
2024	12-13	2010–2011	32	Smart ForTwo	28.2	95	0.2968421052631579
2024	12-13	2010–2011	33	Opel Insignia	28.3	171	0.1654970760233918
2024	12-13	2010–2011	34	Mazda 6	28.5	162	0.17592592592592593
2024	12-13	2010–2011	35	BMW 3/4	28.6	176	0.1625
2024	12-13	2010–2011	36	Škoda Octavia	28.9	172	0.16802325581395347
2024	12-13	2010–2011	37	Škoda Superb	29.0	189	0.15343915343915343
2024	12-13	2010–2011	38	Škoda Fabia	29.3	125	0.2344
2024	12-13	2010–2011	39	Ford C-Max	29.6	179	0.16536312849162013
2024	12-13	2010–2011	40	Hyundai ix35	29.7	136	0.21838235294117647
2024	12-13	2010–2011	40	Mazda 2	29.7	115	0.2582608695652174
2024	12-13	2010–2011	42	Renault Scenic	29.8	141	0.21134751773049645
2024	12-13	2010–2011	43	Mercedes-Benz E-Class	29.9	190	0.15736842105263157
2024	12-13	2010–2011	43	Škoda Roomster	29.9	141	0.21205673758865248
2024	12-13	2010–2011	45	Mercedes-Benz C-Class	30.0	166	0.18072289156626506
2024	12-13	2010–2011	46	BMW 5/6	30.3	199	0.15226130653266332
2024	12-13	2010–2011	47	Opel Karl/Agila	30.5	89	0.34269662921348315
2024	12-13	2010–2011	47	VW Sharan	30.5	197	0.1548223350253807
2024	12-13	2010–2011	49	Opel Corsa	31.1	117	0.2658119658119658
2024	12-13	2010–2011	50	VW Passat	31.2	207	0.15072463768115943
2024	12-13	2010–2011	51	Ford Kuga	31.3	165	0.1896969696969697
2024	12-13	2010–2011	52	Ford Fiesta	31.4	123	0.2552845528455284
2024	12-13	2010–2011	53	Hyundai i20	32.0	112	0.2857142857142857
2024	12-13	2010–2011	53	Seat Ibiza	32.0	138	0.2318840579710145
2024	12-13	2010–2011	55	Seat Leon	32.3	151	0.2139072847682119
2024	12-13	2010–2011	56	Hyundai i10	32.4	97	0.334020618556701
2024	12-13	2010–2011	57	Opel Zafira	33.1	159	0.20817610062893083
2024	12-13	2010–2011	58	Toyota Aygo	33.2	106	0.31320754716981136
2024	12-13	2010–2011	59	Citroën C1	33.3	109	0.3055045871559633
2024	12-13	2010–2011	60	Citroën Berlingo	33.5	155	0.2161290322580645
2024	12-13	2010–2011	61	Peugeot 308	34.0	140	0.24285714285714285
2024	12-13	2010–2011	62	Ford S-Max	34.1	199	0.171356783919598
2024	12-13	2010–2011	63	Kia Ceed	34.5	135	0.25555555555555554
2024	12-13	2010–2011	64	Hyundai i30	34.6	137	0.25255474452554744
2024	12-13	2010–2011	65	Citroën C3	34.7	111	0.31261261261261264
2024	12-13	2010–2011	66	Ford Ka	34.9	103	0.33883495145631065
2024	12-13	2010–2011	67	Fiat 500	35.1	104	0.3375
2024	12-13	2010–2011	68	Ford Mondeo	35.9	192	0.18697916666666667
2024	12-13	2010–2011	69	Renault Megane	36.0	142	0.2535211267605634
2024	12-13	2010–2011	69	Suzuki Swift	36.0	123	0.2926829268292683
2024	12-13	2010–2011	71	Dacia Duster	36.1	135	0.2674074074074074
2024	12-13	2010–2011	71	Ford Focus	36.1	149	0.24228187919463087
